"Statistic Label","Year","Geographic Location","Component","UNIT","VALUE"
"Exports of Services","2020","South America (1)","Business services: Merchanting","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Operational leasing","Euro Million","945"
"Exports of Services","2020","South America (1)","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2020","South America (1)","Business services: Research and development","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Other","Euro Million",""
"Exports of Services","2020","South America (1)","Business services: Trade related services","Euro Million",""
"Exports of Services","2020","South America (1)","Other services not elsewhere stated","Euro Million","48"
"Exports of Services","2020","South America (1)","Repairs and processing","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Services total","Euro Million","17436"
"Exports of Services","2020","Not geographically allocated","Transport","Euro Million","97"
"Exports of Services","2020","Not geographically allocated","Tourism and travel","Euro Million","188"
"Exports of Services","2020","Not geographically allocated","Communications","Euro Million","50"
"Exports of Services","2020","Not geographically allocated","Insurance","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Financial services","Euro Million","2183"
"Exports of Services","2020","Not geographically allocated","Computer services","Euro Million","8944"
"Exports of Services","2020","Not geographically allocated","Royalties/licences","Euro Million","693"
"Exports of Services","2020","Not geographically allocated","All business services","Euro Million","11472"
"Exports of Services","2020","Not geographically allocated","Business services: Merchanting","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Business services: Operational leasing","Euro Million","87"
"Exports of Services","2020","Not geographically allocated","Business services: Legal, Accounting and other professional services","Euro Million","62"
"Exports of Services","2020","Not geographically allocated","Business services: Advertising and market research","Euro Million","63"
"Exports of Services","2020","Not geographically allocated","Business services: Research and development","Euro Million","9437"
"Exports of Services","2020","Not geographically allocated","Business services: Architectural engineering and other technical services","Euro Million","95"
"Exports of Services","2020","Not geographically allocated","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Business services: Other","Euro Million","1397"
"Exports of Services","2020","Not geographically allocated","Business services: Trade related services","Euro Million","330"
"Exports of Services","2020","Not geographically allocated","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2020","Not geographically allocated","Repairs and processing","Euro Million",""
"Exports of Services","2021","All countries and international organisations","Services total","Euro Million","299781"
"Exports of Services","2021","All countries and international organisations","Transport","Euro Million","2894"
"Exports of Services","2021","All countries and international organisations","Tourism and travel","Euro Million","2272"
"Exports of Services","2021","All countries and international organisations","Communications","Euro Million","237"
"Exports of Services","2021","All countries and international organisations","Insurance","Euro Million","13338"
"Exports of Services","2021","All countries and international organisations","Financial services","Euro Million","23194"
"Exports of Services","2021","All countries and international organisations","Computer services","Euro Million","173750"
"Exports of Services","2021","All countries and international organisations","Royalties/licences","Euro Million","15506"
"Exports of Services","2021","All countries and international organisations","All business services","Euro Million","54075"
"Exports of Services","2021","All countries and international organisations","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","All countries and international organisations","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","All countries and international organisations","Business services: Operational leasing","Euro Million","17981"
"Exports of Services","2021","All countries and international organisations","Business services: Legal, Accounting and other professional services","Euro Million","9788"
"Exports of Services","2021","All countries and international organisations","Business services: Advertising and market research","Euro Million","1497"
"Exports of Services","2021","All countries and international organisations","Business services: Research and development","Euro Million","6368"
"Exports of Services","2021","All countries and international organisations","Business services: Architectural engineering and other technical services","Euro Million","290"
"Exports of Services","2021","All countries and international organisations","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","All countries and international organisations","Business services: Other","Euro Million","16054"
"Exports of Services","2021","All countries and international organisations","Business services: Trade related services","Euro Million","2096"
"Exports of Services","2021","All countries and international organisations","Other services not elsewhere stated","Euro Million","12793"
"Exports of Services","2021","All countries and international organisations","Repairs and processing","Euro Million","1721"
"Exports of Services","2021","All offshore centres","Services total","Euro Million","16102"
"Exports of Services","2021","All offshore centres","Transport","Euro Million","0"
"Exports of Services","2021","All offshore centres","Tourism and travel","Euro Million","66"
"Exports of Services","2021","All offshore centres","Communications","Euro Million","11"
"Exports of Services","2021","All offshore centres","Insurance","Euro Million","425"
"Exports of Services","2021","All offshore centres","Financial services","Euro Million","1640"
"Exports of Services","2021","All offshore centres","Computer services","Euro Million",""
"Exports of Services","2021","All offshore centres","Royalties/licences","Euro Million",""
"Exports of Services","2021","All offshore centres","All business services","Euro Million","2648"
"Exports of Services","2021","All offshore centres","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Operational leasing","Euro Million","1089"
"Exports of Services","2021","All offshore centres","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Research and development","Euro Million","38"
"Exports of Services","2021","All offshore centres","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Other","Euro Million",""
"Exports of Services","2021","All offshore centres","Business services: Trade related services","Euro Million","9"
"Exports of Services","2021","All offshore centres","Other services not elsewhere stated","Euro Million","-1313"
"Exports of Services","2021","All offshore centres","Repairs and processing","Euro Million","156"
"Exports of Services","2021","International organisations","Services total","Euro Million",""
"Exports of Services","2021","International organisations","Transport","Euro Million","0"
"Exports of Services","2021","International organisations","Tourism and travel","Euro Million","0"
"Exports of Services","2021","International organisations","Communications","Euro Million","0"
"Exports of Services","2021","International organisations","Insurance","Euro Million",""
"Exports of Services","2021","International organisations","Financial services","Euro Million",""
"Exports of Services","2021","International organisations","Computer services","Euro Million","0"
"Exports of Services","2021","International organisations","Royalties/licences","Euro Million",""
"Exports of Services","2021","International organisations","All business services","Euro Million","0"
"Exports of Services","2021","International organisations","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","International organisations","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","International organisations","Business services: Operational leasing","Euro Million","0"
"Exports of Services","2021","International organisations","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","International organisations","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","International organisations","Business services: Research and development","Euro Million","0"
"Exports of Services","2021","International organisations","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","International organisations","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","International organisations","Business services: Other","Euro Million","0"
"Exports of Services","2021","International organisations","Business services: Trade related services","Euro Million","0"
"Exports of Services","2021","International organisations","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","International organisations","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Argentina","Services total","Euro Million","307"
"Exports of Services","2021","Argentina","Transport","Euro Million","2"
"Exports of Services","2021","Argentina","Tourism and travel","Euro Million","0"
"Exports of Services","2021","Argentina","Communications","Euro Million","0"
"Exports of Services","2021","Argentina","Insurance","Euro Million","2"
"Exports of Services","2021","Argentina","Financial services","Euro Million","15"
"Exports of Services","2021","Argentina","Computer services","Euro Million",""
"Exports of Services","2021","Argentina","Royalties/licences","Euro Million",""
"Exports of Services","2021","Argentina","All business services","Euro Million","58"
"Exports of Services","2021","Argentina","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Argentina","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Argentina","Business services: Operational leasing","Euro Million","69"
"Exports of Services","2021","Argentina","Business services: Legal, Accounting and other professional services","Euro Million","0"
"Exports of Services","2021","Argentina","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Argentina","Business services: Research and development","Euro Million","-17"
"Exports of Services","2021","Argentina","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2021","Argentina","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Argentina","Business services: Other","Euro Million",""
"Exports of Services","2021","Argentina","Business services: Trade related services","Euro Million","0"
"Exports of Services","2021","Argentina","Other services not elsewhere stated","Euro Million","-127"
"Exports of Services","2021","Argentina","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Australia","Services total","Euro Million","8271"
"Exports of Services","2021","Australia","Transport","Euro Million","0"
"Exports of Services","2021","Australia","Tourism and travel","Euro Million","7"
"Exports of Services","2021","Australia","Communications","Euro Million","5"
"Exports of Services","2021","Australia","Insurance","Euro Million","95"
"Exports of Services","2021","Australia","Financial services","Euro Million",""
"Exports of Services","2021","Australia","Computer services","Euro Million",""
"Exports of Services","2021","Australia","Royalties/licences","Euro Million","167"
"Exports of Services","2021","Australia","All business services","Euro Million","871"
"Exports of Services","2021","Australia","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Australia","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Australia","Business services: Operational leasing","Euro Million","82"
"Exports of Services","2021","Australia","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Australia","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Australia","Business services: Research and development","Euro Million",""
"Exports of Services","2021","Australia","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Australia","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Australia","Business services: Other","Euro Million","229"
"Exports of Services","2021","Australia","Business services: Trade related services","Euro Million","5"
"Exports of Services","2021","Australia","Other services not elsewhere stated","Euro Million","1079"
"Exports of Services","2021","Australia","Repairs and processing","Euro Million",""
"Exports of Services","2021","Belgium","Services total","Euro Million","4971"
"Exports of Services","2021","Belgium","Transport","Euro Million","96"
"Exports of Services","2021","Belgium","Tourism and travel","Euro Million","19"
"Exports of Services","2021","Belgium","Communications","Euro Million","4"
"Exports of Services","2021","Belgium","Insurance","Euro Million","83"
"Exports of Services","2021","Belgium","Financial services","Euro Million","268"
"Exports of Services","2021","Belgium","Computer services","Euro Million","2247"
"Exports of Services","2021","Belgium","Royalties/licences","Euro Million","38"
"Exports of Services","2021","Belgium","All business services","Euro Million","2069"
"Exports of Services","2021","Belgium","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Operational leasing","Euro Million","36"
"Exports of Services","2021","Belgium","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Research and development","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Belgium","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Belgium","Business services: Other","Euro Million","666"
"Exports of Services","2021","Belgium","Business services: Trade related services","Euro Million","12"
"Exports of Services","2021","Belgium","Other services not elsewhere stated","Euro Million","147"
"Exports of Services","2021","Belgium","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Bermuda","Services total","Euro Million","473"
"Exports of Services","2021","Bermuda","Transport","Euro Million","0"
"Exports of Services","2021","Bermuda","Tourism and travel","Euro Million","0"
"Exports of Services","2021","Bermuda","Communications","Euro Million","0"
"Exports of Services","2021","Bermuda","Insurance","Euro Million","175"
"Exports of Services","2021","Bermuda","Financial services","Euro Million","81"
"Exports of Services","2021","Bermuda","Computer services","Euro Million","3"
"Exports of Services","2021","Bermuda","Royalties/licences","Euro Million","1"
"Exports of Services","2021","Bermuda","All business services","Euro Million","70"
"Exports of Services","2021","Bermuda","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Bermuda","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Bermuda","Business services: Operational leasing","Euro Million","1"
"Exports of Services","2021","Bermuda","Business services: Legal, Accounting and other professional services","Euro Million","9"
"Exports of Services","2021","Bermuda","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Bermuda","Business services: Research and development","Euro Million",""
"Exports of Services","2021","Bermuda","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Bermuda","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Bermuda","Business services: Other","Euro Million","24"
"Exports of Services","2021","Bermuda","Business services: Trade related services","Euro Million","4"
"Exports of Services","2021","Bermuda","Other services not elsewhere stated","Euro Million","0"
"Exports of Services","2021","Bermuda","Repairs and processing","Euro Million","143"
"Exports of Services","2021","Brazil","Services total","Euro Million","978"
"Exports of Services","2021","Brazil","Transport","Euro Million","0"
"Exports of Services","2021","Brazil","Tourism and travel","Euro Million","13"
"Exports of Services","2021","Brazil","Communications","Euro Million","0"
"Exports of Services","2021","Brazil","Insurance","Euro Million","26"
"Exports of Services","2021","Brazil","Financial services","Euro Million","37"
"Exports of Services","2021","Brazil","Computer services","Euro Million","120"
"Exports of Services","2021","Brazil","Royalties/licences","Euro Million",""
"Exports of Services","2021","Brazil","All business services","Euro Million","653"
"Exports of Services","2021","Brazil","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Brazil","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Brazil","Business services: Operational leasing","Euro Million","566"
"Exports of Services","2021","Brazil","Business services: Legal, Accounting and other professional services","Euro Million","0"
"Exports of Services","2021","Brazil","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Brazil","Business services: Research and development","Euro Million","-14"
"Exports of Services","2021","Brazil","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Brazil","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Brazil","Business services: Other","Euro Million",""
"Exports of Services","2021","Brazil","Business services: Trade related services","Euro Million",""
"Exports of Services","2021","Brazil","Other services not elsewhere stated","Euro Million","122"
"Exports of Services","2021","Brazil","Repairs and processing","Euro Million",""
"Exports of Services","2021","Canada","Services total","Euro Million","2975"
"Exports of Services","2021","Canada","Transport","Euro Million","3"
"Exports of Services","2021","Canada","Tourism and travel","Euro Million","142"
"Exports of Services","2021","Canada","Communications","Euro Million","0"
"Exports of Services","2021","Canada","Insurance","Euro Million","14"
"Exports of Services","2021","Canada","Financial services","Euro Million","125"
"Exports of Services","2021","Canada","Computer services","Euro Million","411"
"Exports of Services","2021","Canada","Royalties/licences","Euro Million",""
"Exports of Services","2021","Canada","All business services","Euro Million","890"
"Exports of Services","2021","Canada","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Canada","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Canada","Business services: Operational leasing","Euro Million","415"
"Exports of Services","2021","Canada","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Canada","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Canada","Business services: Research and development","Euro Million","-18"
"Exports of Services","2021","Canada","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2021","Canada","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Canada","Business services: Other","Euro Million",""
"Exports of Services","2021","Canada","Business services: Trade related services","Euro Million",""
"Exports of Services","2021","Canada","Other services not elsewhere stated","Euro Million","1169"
"Exports of Services","2021","Canada","Repairs and processing","Euro Million",""
"Exports of Services","2021","Switzerland","Services total","Euro Million","6715"
"Exports of Services","2021","Switzerland","Transport","Euro Million","35"
"Exports of Services","2021","Switzerland","Tourism and travel","Euro Million","2"
"Exports of Services","2021","Switzerland","Communications","Euro Million","1"
"Exports of Services","2021","Switzerland","Insurance","Euro Million","155"
"Exports of Services","2021","Switzerland","Financial services","Euro Million","300"
"Exports of Services","2021","Switzerland","Computer services","Euro Million","4813"
"Exports of Services","2021","Switzerland","Royalties/licences","Euro Million","457"
"Exports of Services","2021","Switzerland","All business services","Euro Million","1557"
"Exports of Services","2021","Switzerland","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Operational leasing","Euro Million","39"
"Exports of Services","2021","Switzerland","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Research and development","Euro Million","105"
"Exports of Services","2021","Switzerland","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Other","Euro Million",""
"Exports of Services","2021","Switzerland","Business services: Trade related services","Euro Million","14"
"Exports of Services","2021","Switzerland","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","Switzerland","Repairs and processing","Euro Million",""
"Exports of Services","2021","Chile","Services total","Euro Million","668"
"Exports of Services","2021","Chile","Transport","Euro Million","0"
"Exports of Services","2021","Chile","Tourism and travel","Euro Million","0"
"Exports of Services","2021","Chile","Communications","Euro Million","0"
"Exports of Services","2021","Chile","Insurance","Euro Million","14"
"Exports of Services","2021","Chile","Financial services","Euro Million","5"
"Exports of Services","2021","Chile","Computer services","Euro Million",""
"Exports of Services","2021","Chile","Royalties/licences","Euro Million","6"
"Exports of Services","2021","Chile","All business services","Euro Million","367"
"Exports of Services","2021","Chile","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Chile","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Chile","Business services: Operational leasing","Euro Million","315"
"Exports of Services","2021","Chile","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Chile","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Chile","Business services: Research and development","Euro Million",""
"Exports of Services","2021","Chile","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Chile","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Chile","Business services: Other","Euro Million","48"
"Exports of Services","2021","Chile","Business services: Trade related services","Euro Million","0"
"Exports of Services","2021","Chile","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","Chile","Repairs and processing","Euro Million","0"
"Exports of Services","2021","China","Services total","Euro Million","9486"
"Exports of Services","2021","China","Transport","Euro Million","0"
"Exports of Services","2021","China","Tourism and travel","Euro Million","199"
"Exports of Services","2021","China","Communications","Euro Million","8"
"Exports of Services","2021","China","Insurance","Euro Million",""
"Exports of Services","2021","China","Financial services","Euro Million","15"
"Exports of Services","2021","China","Computer services","Euro Million",""
"Exports of Services","2021","China","Royalties/licences","Euro Million","29"
"Exports of Services","2021","China","All business services","Euro Million","2191"
"Exports of Services","2021","China","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","China","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","China","Business services: Operational leasing","Euro Million","1534"
"Exports of Services","2021","China","Business services: Legal, Accounting and other professional services","Euro Million","177"
"Exports of Services","2021","China","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","China","Business services: Research and development","Euro Million","-4"
"Exports of Services","2021","China","Business services: Architectural engineering and other technical services","Euro Million","7"
"Exports of Services","2021","China","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","China","Business services: Other","Euro Million","476"
"Exports of Services","2021","China","Business services: Trade related services","Euro Million","1"
"Exports of Services","2021","China","Other services not elsewhere stated","Euro Million","128"
"Exports of Services","2021","China","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Cyprus","Services total","Euro Million","603"
"Exports of Services","2021","Cyprus","Transport","Euro Million","12"
"Exports of Services","2021","Cyprus","Tourism and travel","Euro Million","0"
"Exports of Services","2021","Cyprus","Communications","Euro Million","1"
"Exports of Services","2021","Cyprus","Insurance","Euro Million","15"
"Exports of Services","2021","Cyprus","Financial services","Euro Million","5"
"Exports of Services","2021","Cyprus","Computer services","Euro Million",""
"Exports of Services","2021","Cyprus","Royalties/licences","Euro Million","0"
"Exports of Services","2021","Cyprus","All business services","Euro Million","10"
"Exports of Services","2021","Cyprus","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Cyprus","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Cyprus","Business services: Operational leasing","Euro Million",""
"Exports of Services","2021","Cyprus","Business services: Legal, Accounting and other professional services","Euro Million","1"
"Exports of Services","2021","Cyprus","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Cyprus","Business services: Research and development","Euro Million","0"
"Exports of Services","2021","Cyprus","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Cyprus","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Cyprus","Business services: Other","Euro Million",""
"Exports of Services","2021","Cyprus","Business services: Trade related services","Euro Million","0"
"Exports of Services","2021","Cyprus","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","Cyprus","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Czech Republic","Services total","Euro Million","905"
"Exports of Services","2021","Czech Republic","Transport","Euro Million","14"
"Exports of Services","2021","Czech Republic","Tourism and travel","Euro Million","3"
"Exports of Services","2021","Czech Republic","Communications","Euro Million","0"
"Exports of Services","2021","Czech Republic","Insurance","Euro Million","27"
"Exports of Services","2021","Czech Republic","Financial services","Euro Million","10"
"Exports of Services","2021","Czech Republic","Computer services","Euro Million",""
"Exports of Services","2021","Czech Republic","Royalties/licences","Euro Million","10"
"Exports of Services","2021","Czech Republic","All business services","Euro Million","51"
"Exports of Services","2021","Czech Republic","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Czech Republic","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Czech Republic","Business services: Operational leasing","Euro Million","38"
"Exports of Services","2021","Czech Republic","Business services: Legal, Accounting and other professional services","Euro Million","7"
"Exports of Services","2021","Czech Republic","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Czech Republic","Business services: Research and development","Euro Million","-11"
"Exports of Services","2021","Czech Republic","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Czech Republic","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Czech Republic","Business services: Other","Euro Million","12"
"Exports of Services","2021","Czech Republic","Business services: Trade related services","Euro Million","4"
"Exports of Services","2021","Czech Republic","Other services not elsewhere stated","Euro Million","-26"
"Exports of Services","2021","Czech Republic","Repairs and processing","Euro Million",""
"Exports of Services","2021","Germany","Services total","Euro Million","21474"
"Exports of Services","2021","Germany","Transport","Euro Million","361"
"Exports of Services","2021","Germany","Tourism and travel","Euro Million","125"
"Exports of Services","2021","Germany","Communications","Euro Million","13"
"Exports of Services","2021","Germany","Insurance","Euro Million","1833"
"Exports of Services","2021","Germany","Financial services","Euro Million","748"
"Exports of Services","2021","Germany","Computer services","Euro Million","14645"
"Exports of Services","2021","Germany","Royalties/licences","Euro Million","244"
"Exports of Services","2021","Germany","All business services","Euro Million","1007"
"Exports of Services","2021","Germany","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Germany","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Germany","Business services: Operational leasing","Euro Million","258"
"Exports of Services","2021","Germany","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Germany","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Germany","Business services: Research and development","Euro Million","-59"
"Exports of Services","2021","Germany","Business services: Architectural engineering and other technical services","Euro Million",""
"Exports of Services","2021","Germany","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Germany","Business services: Other","Euro Million",""
"Exports of Services","2021","Germany","Business services: Trade related services","Euro Million","28"
"Exports of Services","2021","Germany","Other services not elsewhere stated","Euro Million","2494"
"Exports of Services","2021","Germany","Repairs and processing","Euro Million","4"
"Exports of Services","2021","Denmark","Services total","Euro Million","2868"
"Exports of Services","2021","Denmark","Transport","Euro Million","44"
"Exports of Services","2021","Denmark","Tourism and travel","Euro Million","6"
"Exports of Services","2021","Denmark","Communications","Euro Million",""
"Exports of Services","2021","Denmark","Insurance","Euro Million","65"
"Exports of Services","2021","Denmark","Financial services","Euro Million","47"
"Exports of Services","2021","Denmark","Computer services","Euro Million",""
"Exports of Services","2021","Denmark","Royalties/licences","Euro Million",""
"Exports of Services","2021","Denmark","All business services","Euro Million","196"
"Exports of Services","2021","Denmark","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Denmark","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Denmark","Business services: Operational leasing","Euro Million","67"
"Exports of Services","2021","Denmark","Business services: Legal, Accounting and other professional services","Euro Million",""
"Exports of Services","2021","Denmark","Business services: Advertising and market research","Euro Million",""
"Exports of Services","2021","Denmark","Business services: Research and development","Euro Million","47"
"Exports of Services","2021","Denmark","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Denmark","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Denmark","Business services: Other","Euro Million","43"
"Exports of Services","2021","Denmark","Business services: Trade related services","Euro Million","2"
"Exports of Services","2021","Denmark","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","Denmark","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Estonia","Services total","Euro Million","178"
"Exports of Services","2021","Estonia","Transport","Euro Million","3"
"Exports of Services","2021","Estonia","Tourism and travel","Euro Million","1"
"Exports of Services","2021","Estonia","Communications","Euro Million","0"
"Exports of Services","2021","Estonia","Insurance","Euro Million","2"
"Exports of Services","2021","Estonia","Financial services","Euro Million","3"
"Exports of Services","2021","Estonia","Computer services","Euro Million",""
"Exports of Services","2021","Estonia","Royalties/licences","Euro Million","0"
"Exports of Services","2021","Estonia","All business services","Euro Million","7"
"Exports of Services","2021","Estonia","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Estonia","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Estonia","Business services: Operational leasing","Euro Million","4"
"Exports of Services","2021","Estonia","Business services: Legal, Accounting and other professional services","Euro Million","0"
"Exports of Services","2021","Estonia","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Estonia","Business services: Research and development","Euro Million","0"
"Exports of Services","2021","Estonia","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Estonia","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Estonia","Business services: Other","Euro Million","3"
"Exports of Services","2021","Estonia","Business services: Trade related services","Euro Million","0"
"Exports of Services","2021","Estonia","Other services not elsewhere stated","Euro Million",""
"Exports of Services","2021","Estonia","Repairs and processing","Euro Million","0"
"Exports of Services","2021","Egypt","Services total","Euro Million","809"
"Exports of Services","2021","Egypt","Transport","Euro Million","0"
"Exports of Services","2021","Egypt","Tourism and travel","Euro Million","0"
"Exports of Services","2021","Egypt","Communications","Euro Million","2"
"Exports of Services","2021","Egypt","Insurance","Euro Million","5"
"Exports of Services","2021","Egypt","Financial services","Euro Million",""
"Exports of Services","2021","Egypt","Computer services","Euro Million",""
"Exports of Services","2021","Egypt","Royalties/licences","Euro Million","0"
"Exports of Services","2021","Egypt","All business services","Euro Million","126"
"Exports of Services","2021","Egypt","Business services: Merchanting","Euro Million",""
"Exports of Services","2021","Egypt","Business services: Other Trade related services","Euro Million",""
"Exports of Services","2021","Egypt","Business services: Operational leasing","Euro Million",""
"Exports of Services","2021","Egypt","Business services: Legal, Accounting and other professional services","Euro Million","0"
"Exports of Services","2021","Egypt","Business services: Advertising and market research","Euro Million","0"
"Exports of Services","2021","Egypt","Business services: Research and development","Euro Million","0"
"Exports of Services","2021","Egypt","Business services: Architectural engineering and other technical services","Euro Million","0"
"Exports of Services","2021","Egypt","Business services: Management services between affiliates","Euro Million",""
"Exports of Services","2021","Egypt","Business services: Other","Euro Million",""
